state,district,year,quarter,transaction_count,transaction_amount
Manipur,kakching district,2018,4,6508,13429124.004544508
Manipur,jiribam district,2018,4,5444,13414981.155959103
Manipur,ukhrul district,2018,4,4538,15201316.568829268
Manipur,tamenglong district,2018,4,4866,13057576.00717781
Manipur,kamjong district,2018,4,845,2822478.1128238714
Manipur,chandel district,2018,4,4425,13092276.488481913
Manipur,bishnupur district,2018,4,19048,37263259.12396772
Manipur,senapati district,2018,4,2902,7569372.186811532
Manipur,pherzawl district,2018,4,112,103445.61904358957
Manipur,churachandpur district,2018,4,14801,54503246.75234864
Manipur,tengnoupal district,2018,4,5426,22155446.62844094
Manipur,imphal west district,2018,4,71845,181598328.15686062
Manipur,kangpokpi district,2018,2,6741,20315625.91653779
Manipur,noney district,2018,2,1051,2486030.8565162863
Manipur,imphal east district,2018,2,42065,54561898.7454827
Manipur,thoubal district,2018,2,20689,17968719.216563758
Manipur,kakching district,2018,2,3879,6411513.656549769
Manipur,jiribam district,2018,2,2710,6467614.407545684
Manipur,ukhrul district,2018,2,2800,6394470.819340965
Manipur,tamenglong district,2018,2,1714,4747280.086110413
Manipur,kamjong district,2018,2,340,446574.11265748634
Manipur,chandel district,2018,2,1619,3525831.9511511945
Manipur,bishnupur district,2018,2,11338,19352100.53894212
Manipur,senapati district,2018,2,970,2034357.3575923673
Manipur,pherzawl district,2018,2,11,1036.3525697348664
Manipur,churachandpur district,2018,2,7110,18055703.27078783
Manipur,tengnoupal district,2018,2,2080,6077962.2428630125
Manipur,imphal west district,2018,2,46604,84363001.78828333
Manipur,kangpokpi district,2018,3,9151,27937402.09243063
Manipur,noney district,2018,3,1636,3959453.6371438224
Manipur,imphal east district,2018,3,60511,89605715.78431109
Manipur,thoubal district,2018,3,19399,34092748.23724542
Manipur,kakching district,2018,3,4590,9968419.417644013
Manipur,jiribam district,2018,3,3959,6601625.253335206
Manipur,ukhrul district,2018,3,3600,9802720.723219434
Manipur,tamenglong district,2018,3,2829,6192820.941522401
Manipur,kamjong district,2018,3,349,673262.7657017015
Manipur,chandel district,2018,3,2591,5588239.711362864
Manipur,bishnupur district,2018,3,13649,24368236.711014666
Manipur,senapati district,2018,3,1416,2555370.7700600782
Manipur,pherzawl district,2018,3,48,97583.08278583639
Manipur,churachandpur district,2018,3,8671,27468832.413289707
Manipur,tengnoupal district,2018,3,3282,13385091.180977922
Manipur,imphal west district,2018,3,53577,121033722.07207742
Manipur,kangpokpi district,2018,1,4187,12129421.383849183
Manipur,noney district,2018,1,646,747261.2810295916
Manipur,imphal east district,2018,1,21960,26028937.81002756
Manipur,thoubal district,2018,1,8288,8366772.887529282
Manipur,kakching district,2018,1,1622,1924584.2384454876
Manipur,jiribam district,2018,1,1305,3564799.4519929583
Manipur,ukhrul district,2018,1,1399,1647288.6651835062
Manipur,tamenglong district,2018,1,1007,1709209.2458958817
Manipur,kamjong district,2018,1,329,236107.7403536682
Manipur,chandel district,2018,1,880,1376995.1405003848
Manipur,bishnupur district,2018,1,7005,11341627.667845085
Manipur,senapati district,2018,1,613,577840.1682329748
Manipur,pherzawl district,2018,1,2,778.0896294258192
Manipur,churachandpur district,2018,1,4081,11708258.721273843
Manipur,tengnoupal district,2018,1,882,660028.7721459618
Manipur,imphal west district,2018,1,29863,46026262.666274294
Kerala,thiruvananthapuram district,2023,4,19316004,23933572611.0
Kerala,kasaragod district,2023,4,6350992,8648838865.0
Kerala,malappuram district,2023,4,18960936,22474464502.0
Kerala,pathanamthitta district,2023,4,4522225,6402582567.0
Kerala,wayanad district,2023,4,6305239,8219155329.0
Kerala,alappuzha district,2023,4,8822498,11778023076.0
Kerala,kozhikode district,2023,4,20504589,24296060817.0
Kerala,kollam district,2023,4,10773692,15002316553.0
Kerala,thrissur district,2023,4,11972689,15550151220.0
Kerala,palakkad district,2023,4,10060701,13846379777.0
Kerala,kannur district,2023,4,12846603,16549576658.0
Kerala,kottayam district,2023,4,8168997,10919608733.0
Kerala,ernakulam district,2023,4,36070124,39986849494.0
Kerala,idukki district,2023,4,5167804,7377741263.0
Kerala,thiruvananthapuram district,2023,2,16834507,21968674795.0
Kerala,kasaragod district,2023,2,5421249,8103400236.0
Kerala,malappuram district,2023,2,16442153,20942444241.0
Kerala,pathanamthitta district,2023,2,3555022,5219658676.0
Kerala,wayanad district,2023,2,5751930,8091617292.0
Kerala,alappuzha district,2023,2,7694391,10929530290.0
Kerala,kozhikode district,2023,2,18231277,23125966041.0
Kerala,kollam district,2023,2,9464997,13897112666.0
Kerala,thrissur district,2023,2,10462551,14454609093.0
Kerala,palakkad district,2023,2,8994974,13287372163.0
Kerala,kannur district,2023,2,10783259,15253685629.0
Kerala,kottayam district,2023,2,6878572,9740957685.0
Kerala,ernakulam district,2023,2,31266275,36160448548.0
Kerala,idukki district,2023,2,4389460,6621193630.0
Kerala,thiruvananthapuram district,2023,3,18643081,23843948938.0
Kerala,kasaragod district,2023,3,5899641,8338421422.0
Kerala,malappuram district,2023,3,18229082,22374245863.0
Kerala,pathanamthitta district,2023,3,3966432,5615288690.0
Kerala,wayanad district,2023,3,6008357,8061560520.0
Kerala,alappuzha district,2023,3,8349948,11603306093.0
Kerala,kozhikode district,2023,3,19394854,23944480834.0
Kerala,kollam district,2023,3,10425657,15287453319.0
Kerala,thrissur district,2023,3,11419815,15378229549.0
Kerala,palakkad district,2023,3,9656725,13856311160.0
Kerala,kannur district,2023,3,11874120,16097825668.0
Kerala,kottayam district,2023,3,7598688,10327573152.0
Kerala,ernakulam district,2023,3,34558327,38869325990.0
Kerala,idukki district,2023,3,4633924,6734642131.0
Kerala,thiruvananthapuram district,2023,1,15777495,20405950025.0
Kerala,kasaragod district,2023,1,5032924,7561422786.0
Kerala,malappuram district,2023,1,15994699,19984929247.0
Kerala,pathanamthitta district,2023,1,3359879,5061220260.0
Kerala,wayanad district,2023,1,5237998,7147747721.0
Kerala,alappuzha district,2023,1,7029352,9925279750.0
Kerala,kozhikode district,2023,1,17609474,21740839808.0
Kerala,kollam district,2023,1,8766861,12995036174.0
Kerala,thrissur district,2023,1,9811793,13503012488.0
Kerala,palakkad district,2023,1,8521427,12458676100.0
Kerala,kannur district,2023,1,10009053,14112565339.0
Kerala,kottayam district,2023,1,6448095,9176107601.0
Kerala,ernakulam district,2023,1,30034347,33704884058.0
Kerala,idukki district,2023,1,3988168,5859418320.0
Kerala,thiruvananthapuram district,2019,4,1653618,2665386104.807865
Kerala,kasaragod district,2019,4,241911,416731460.5097851
Kerala,malappuram district,2019,4,888327,1440292240.0345955
Kerala,pathanamthitta district,2019,4,242926,415571876.488405
Kerala,wayanad district,2019,4,238665,420741703.5266599
Kerala,alappuzha district,2019,4,581762,859960789.4064288
Kerala,kozhikode district,2019,4,1048192,1646744139.547135
Kerala,kollam district,2019,4,625681,942036912.2773268
Kerala,thrissur district,2019,4,1136317,2093913336.262066
Kerala,palakkad district,2019,4,607193,1069460193.0190685
Kerala,kannur district,2019,4,616688,1017939385.5907226
Kerala,kottayam district,2019,4,621352,1132028895.1782436
Kerala,ernakulam district,2019,4,3714876,6519567750.700622
Kerala,idukki district,2019,4,281129,510951850.4557996
Kerala,thiruvananthapuram district,2019,2,897152,1608596589.681378
Kerala,kasaragod district,2019,2,132477,245117661.38155967
Kerala,malappuram district,2019,2,575048,950964374.0589197
Kerala,pathanamthitta district,2019,2,121246,231047652.4079249
Kerala,wayanad district,2019,2,117101,246051815.22228175
Kerala,alappuzha district,2019,2,282582,473109181.59596735
Kerala,kozhikode district,2019,2,540752,968227341.5065465
Kerala,kollam district,2019,2,285888,508491310.8754553
Kerala,thrissur district,2019,2,768852,1369632612.6536586
Kerala,palakkad district,2019,2,358416,674063610.1443211
Kerala,kannur district,2019,2,350753,624420173.4544072
Kerala,kottayam district,2019,2,373169,682101020.9961852
Kerala,ernakulam district,2019,2,2327469,4150046405.233533
Kerala,idukki district,2019,2,152921,299501811.97341865
Kerala,thiruvananthapuram district,2019,3,1210326,2114421209.945346
Kerala,kasaragod district,2019,3,181343,308649475.87950885
Kerala,malappuram district,2019,3,669092,1122314397.733013
Kerala,pathanamthitta district,2019,3,171939,288808708.7904181
Kerala,wayanad district,2019,3,176001,316938080.32937783
Kerala,alappuzha district,2019,3,412404,649647317.8447716
Kerala,kozhikode district,2019,3,791143,1229904356.4614897
Kerala,kollam district,2019,3,434861,713019785.4366323
Kerala,thrissur district,2019,3,913742,1653044268.9504738
Kerala,palakkad district,2019,3,468478,831397770.4387538
Kerala,kannur district,2019,3,467512,801246829.2133518
Kerala,kottayam district,2019,3,455029,868646787.5281066
Kerala,ernakulam district,2019,3,2730518,5157574846.841607
Kerala,idukki district,2019,3,203708,374195886.67161965
Kerala,thiruvananthapuram district,2019,1,736407,1242525637.5853531
Kerala,kasaragod district,2019,1,139502,225830406.45484847
Kerala,malappuram district,2019,1,695313,892807636.0664957
Kerala,pathanamthitta district,2019,1,123465,215762682.84896186
Kerala,wayanad district,2019,1,109869,207649993.7055291
Kerala,alappuzha district,2019,1,252186,388624847.98847747
Kerala,kozhikode district,2019,1,705959,1018056389.0463977
Kerala,kollam district,2019,1,267030,424402104.36782134
Kerala,thrissur district,2019,1,583045,940781808.7837638
Kerala,palakkad district,2019,1,390957,618358114.4295684
Kerala,kannur district,2019,1,309217,493947068.763232
Kerala,kottayam district,2019,1,348566,558480707.3401135
Kerala,ernakulam district,2019,1,1657527,2766048426.726511
Kerala,idukki district,2019,1,149996,241755310.74257103
Kerala,thiruvananthapuram district,2024,4,23995430,28328103009.0
Kerala,malappuram district,2024,4,25712411,28589350170.0
Kerala,pathanamthitta district,2024,4,6278678,8166807521.0
Kerala,wayanad district,2024,4,7345822,9051942742.0
Kerala,alappuzha district,2024,4,11330780,13896923866.0
Kerala,kozhikode district,2024,4,26025750,29189422910.0
Kerala,kollam district,2024,4,13733913,17906948980.0
Kerala,kasargod district,2024,4,8809732,11051186623.0
Kerala,thrissur district,2024,4,15740505,18900725715.0
Kerala,palakkad district,2024,4,13227558,16662299709.0
Kerala,kannur district,2024,4,17321102,20933205734.0
Kerala,kottayam district,2024,4,10855246,13348949657.0
Kerala,ernakulam district,2024,4,45874753,48534710418.0
Kerala,idukki district,2024,4,6860761,9079393512.0
Kerala,thiruvananthapuram district,2024,2,20616583,25173685967.0
Kerala,kasaragod district,2024,2,7221538,9825178732.0
Kerala,malappuram district,2024,2,20943662,25004878802.0
Kerala,pathanamthitta district,2024,2,4669495,6268777063.0
Kerala,wayanad district,2024,2,6735265,8945031532.0
Kerala,alappuzha district,2024,2,9629454,12566499138.0
Kerala,kozhikode district,2024,2,22160107,26371341506.0
Kerala,kollam district,2024,2,11970869,16240406293.0
Kerala,thrissur district,2024,2,13053847,16740546516.0
Kerala,palakkad district,2024,2,11004604,14847061394.0
Kerala,kannur district,2024,2,14502692,18661567591.0
Kerala,kottayam district,2024,2,8738416,11417568880.0
Kerala,ernakulam district,2024,2,38037302,42090663067.0
Kerala,idukki district,2024,2,5588633,7850616114.0
Kerala,thiruvananthapuram district,2024,3,22597250,27478008388.0
Kerala,malappuram district,2024,3,23951914,27459917073.0
Kerala,pathanamthitta district,2024,3,5125315,6809619076.0
Kerala,wayanad district,2024,3,6558879,8205703305.0
Kerala,alappuzha district,2024,3,10390290,13115914602.0
Kerala,kozhikode district,2024,3,24392245,28045640293.0
Kerala,kollam district,2024,3,13137141,17792780603.0
Kerala,kasargod district,2024,3,7964026,10197286188.0
Kerala,thrissur district,2024,3,14355563,17871618770.0
Kerala,palakkad district,2024,3,12135602,15816492839.0
Kerala,kannur district,2024,3,15850972,19720918699.0
Kerala,kottayam district,2024,3,9677406,12168376246.0
Kerala,ernakulam district,2024,3,42848048,46172641080.0
Kerala,idukki district,2024,3,5710807,7447114147.0
Kerala,thiruvananthapuram district,2024,1,19564302,23994396911.0
Kerala,kasaragod district,2024,1,6447794,8852077946.0
Kerala,malappuram district,2024,1,18991293,22831974850.0
Kerala,pathanamthitta district,2024,1,4601346,6346028918.0
Kerala,wayanad district,2024,1,5932205,7919674631.0
Kerala,alappuzha district,2024,1,9049439,11917993156.0
Kerala,kozhikode district,2024,1,20525616,24689413055.0
Kerala,kollam district,2024,1,11198940,15368934035.0
Kerala,thrissur district,2024,1,12155776,15782799143.0
Kerala,palakkad district,2024,1,10184200,13976888497.0
Kerala,kannur district,2024,1,13131416,16955028166.0
Kerala,kottayam district,2024,1,8352880,11069456219.0
Kerala,ernakulam district,2024,1,36302206,40265764333.0
Kerala,idukki district,2024,1,5026553,7107544878.0
Kerala,thiruvananthapuram district,2020,4,3376010,5574649734.488936
Kerala,kasaragod district,2020,4,890448,1587677250.122615
Kerala,malappuram district,2020,4,2988328,5198015036.320328
Kerala,pathanamthitta district,2020,4,749642,1316217608.809388
Kerala,wayanad district,2020,4,901483,1531199014.3045726
Kerala,alappuzha district,2020,4,1562242,2495781952.453473
Kerala,kozhikode district,2020,4,3436777,5728144598.801697
Kerala,kollam district,2020,4,1917078,3346551214.3340144
Kerala,thrissur district,2020,4,2628494,5026840469.302741
Kerala,palakkad district,2020,4,1675633,3102276857.5431166
Kerala,kannur district,2020,4,1966681,3368866047.27071
Kerala,kottayam district,2020,4,1486474,2688432124.592808
Kerala,ernakulam district,2020,4,8950159,14375193240.807178
Kerala,idukki district,2020,4,758738,1415411497.8597498
Kerala,thiruvananthapuram district,2020,2,1742767,2599631080.622644
Kerala,kasaragod district,2020,2,446953,591069175.8807278
Kerala,malappuram district,2020,2,1257378,1803201659.9709346
Kerala,pathanamthitta district,2020,2,341421,451078696.19252056
Kerala,wayanad district,2020,2,382374,519782233.3701738
Kerala,alappuzha district,2020,2,755556,942056560.3210676
Kerala,kozhikode district,2020,2,1566564,2243504596.608429
Kerala,kollam district,2020,2,893973,1193885128.37001
Kerala,thrissur district,2020,2,1351787,2341058567.0443115
Kerala,palakkad district,2020,2,893115,1291966407.5463247
Kerala,kannur district,2020,2,998243,1189750957.3159876
Kerala,kottayam district,2020,2,761782,1204970922.4053957
Kerala,ernakulam district,2020,2,4530511,9056027224.418602
Kerala,idukki district,2020,2,365543,466095268.53298694
Kerala,thiruvananthapuram district,2020,3,2081035,3493171877.8317666
Kerala,kasaragod district,2020,3,596614,1166012173.6974864
Kerala,malappuram district,2020,3,1898768,3664780939.093948
Kerala,pathanamthitta district,2020,3,489737,845216797.9095387
Kerala,wayanad district,2020,3,513419,887306330.3024907
Kerala,alappuzha district,2020,3,1034921,1556781058.1512263
Kerala,kozhikode district,2020,3,2170142,3948266707.535822
Kerala,kollam district,2020,3,1338722,2289595646.9909644
Kerala,thrissur district,2020,3,1849073,3785405397.493615
Kerala,palakkad district,2020,3,1116331,2004283358.564612
Kerala,kannur district,2020,3,1278504,2162452906.343422
Kerala,kottayam district,2020,3,1001447,1888052939.6003127
Kerala,ernakulam district,2020,3,5931363,11683184896.523336
Kerala,idukki district,2020,3,458604,789639621.9157053
Kerala,thiruvananthapuram district,2020,1,1957687,3050411160.545363
Kerala,kasaragod district,2020,1,301169,507073803.3718973
Kerala,malappuram district,2020,1,1032834,1707013551.1569433
Kerala,pathanamthitta district,2020,1,271212,438745625.6228532
Kerala,wayanad district,2020,1,289132,493187938.7452661
Kerala,alappuzha district,2020,1,655979,939182379.108365
Kerala,kozhikode district,2020,1,1568774,2563142658.862935
Kerala,kollam district,2020,1,773621,1132631398.2083387
Kerala,thrissur district,2020,1,1370029,2546348594.755377
Kerala,palakkad district,2020,1,715756,1196433777.4224691
Kerala,kannur district,2020,1,703334,1073577708.9427073
Kerala,kottayam district,2020,1,752571,1330711260.7580514
Kerala,ernakulam district,2020,1,5025201,8938376106.912516
Kerala,idukki district,2020,1,316223,534248866.5212162
Kerala,thiruvananthapuram district,2022,4,12176949,16386992625.195726
Kerala,kasaragod district,2022,4,3262433,4974165652.614264
Kerala,malappuram district,2022,4,12667960,16133583076.643559
Kerala,pathanamthitta district,2022,4,2676852,4082745437.8617306
Kerala,wayanad district,2022,4,3654113,5018793988.96143
Kerala,alappuzha district,2022,4,6094707,8414450111.973735
Kerala,kozhikode district,2022,4,11205522,14187898844.87042
Kerala,kollam district,2022,4,7022669,10513248742.581398
Kerala,thrissur district,2022,4,12802574,16539944197.055008
Kerala,palakkad district,2022,4,6558445,9566627508.647114
Kerala,kannur district,2022,4,6407573,9291348716.042475
Kerala,kottayam district,2022,4,6551967,9198738854.992409
Kerala,ernakulam district,2022,4,39069167,44933855503.73201
Kerala,idukki district,2022,4,2809537,4317415338.538482
Kerala,thiruvananthapuram district,2022,2,8942858,13552082447.365555
Kerala,kasaragod district,2022,2,2578012,4383382390.002622
Kerala,malappuram district,2022,2,11218062,15235042406.963661
Kerala,pathanamthitta district,2022,2,2074509,3519862948.5512266
Kerala,wayanad district,2022,2,2984234,4493999118.462679
Kerala,alappuzha district,2022,2,4151240,6503782725.4786625
Kerala,kozhikode district,2022,2,10478852,15005755668.418482
Kerala,kollam district,2022,2,5799455,10109273068.99764
Kerala,thrissur district,2022,2,8767715,13850991972.685724
Kerala,palakkad district,2022,2,4998295,8233196635.528812
Kerala,kannur district,2022,2,5415196,8864093942.922422
Kerala,kottayam district,2022,2,4440370,7095672952.24407
Kerala,ernakulam district,2022,2,32257485,40076176147.54245
Kerala,idukki district,2022,2,2259039,3773017123.960714
Kerala,thiruvananthapuram district,2022,3,11886964,16637313650.762661
Kerala,kasaragod district,2022,3,2816269,4420477438.966047
Kerala,malappuram district,2022,3,11727280,15435401577.943787
Kerala,pathanamthitta district,2022,3,2373258,3615273641.3223248
Kerala,wayanad district,2022,3,3269014,4610462828.361015
Kerala,alappuzha district,2022,3,5705022,7973274496.748119
Kerala,kozhikode district,2022,3,10298519,13830874892.026697
Kerala,kollam district,2022,3,7100622,10992059341.720558
Kerala,thrissur district,2022,3,9037575,12908229884.950268
Kerala,palakkad district,2022,3,6174837,9220755480.574833
Kerala,kannur district,2022,3,5631041,8674487770.19761
Kerala,kottayam district,2022,3,5918541,8495120284.447548
Kerala,ernakulam district,2022,3,35009862,41683362156.463394
Kerala,idukki district,2022,3,2414100,3763325870.944789
Kerala,thiruvananthapuram district,2022,1,7747326,12106537679.278353
Kerala,kasaragod district,2022,1,2282517,3923072928.3004293
Kerala,malappuram district,2022,1,10270093,13968886082.9426
Kerala,pathanamthitta district,2022,1,1963871,3361963455.2387085
Kerala,wayanad district,2022,1,2620413,4017486262.8773155
Kerala,alappuzha district,2022,1,3687088,5795828219.423043
Kerala,kozhikode district,2022,1,9526680,13732159882.740732
Kerala,kollam district,2022,1,4851496,8628660586.960697
Kerala,thrissur district,2022,1,7612460,12265599938.768522
Kerala,palakkad district,2022,1,4504996,7445457072.739984
Kerala,kannur district,2022,1,4837076,7882293599.26064
Kerala,kottayam district,2022,1,4029330,6642441538.163085
Kerala,ernakulam district,2022,1,29451475,36915318572.07093
Kerala,idukki district,2022,1,1896144,3303236645.929193
Kerala,thiruvananthapuram district,2021,4,6802679,10882144450.411564
Kerala,kasaragod district,2021,4,1952678,3359697890.1197686
Kerala,malappuram district,2021,4,8689226,12215744694.721281
Kerala,pathanamthitta district,2021,4,1682712,2933380203.6844797
Kerala,wayanad district,2021,4,2239644,3471143216.2120275
Kerala,alappuzha district,2021,4,3177335,5086522403.521093
Kerala,kozhikode district,2021,4,8306264,12437421004.466854
Kerala,kollam district,2021,4,4107417,7277474405.384279
Kerala,thrissur district,2021,4,6471411,10748756930.39449
Kerala,palakkad district,2021,4,3813936,6473706354.941971
Kerala,kannur district,2021,4,4171542,6945109953.226887
Kerala,kottayam district,2021,4,3504049,5843770525.961052
Kerala,ernakulam district,2021,4,25306923,32778937436.49068
Kerala,idukki district,2021,4,1597925,2888327473.827167
Kerala,thiruvananthapuram district,2021,2,4154572,6743334746.137385
Kerala,kasaragod district,2021,2,1144742,2009156405.2288404
Kerala,malappuram district,2021,2,4693842,7117221910.053398
Kerala,pathanamthitta district,2021,2,1063832,1781057248.381074
Kerala,wayanad district,2021,2,1156091,1909814954.3066154
Kerala,alappuzha district,2021,2,1921008,3048000026.8000603
Kerala,kozhikode district,2021,2,4726028,7499008472.489387
Kerala,kollam district,2021,2,2534369,4330614971.237995
Kerala,thrissur district,2021,2,3881737,6752401585.982383
Kerala,palakkad district,2021,2,2232317,3954891660.837982
Kerala,kannur district,2021,2,2477621,4226966852.6657553
Kerala,kottayam district,2021,2,2131122,3543155910.9216585
Kerala,ernakulam district,2021,2,14177054,19704497753.319965
Kerala,idukki district,2021,2,896698,1606683937.7940414
Kerala,thiruvananthapuram district,2021,3,5427449,9208113081.714626
Kerala,kasaragod district,2021,3,1491783,2655059896.771513
Kerala,malappuram district,2021,3,6691321,10228243297.037325
Kerala,pathanamthitta district,2021,3,1284731,2343169622.665164
Kerala,wayanad district,2021,3,1598807,2703543869.06237
Kerala,alappuzha district,2021,3,2505822,4227398745.144793
Kerala,kozhikode district,2021,3,6483184,10352351671.467161
Kerala,kollam district,2021,3,3321904,6085539500.552663
Kerala,thrissur district,2021,3,5059971,9074305921.546797
Kerala,palakkad district,2021,3,2841134,5273353074.481866
Kerala,kannur district,2021,3,3200023,5705948607.452806
Kerala,kottayam district,2021,3,2719376,4787914328.519009
Kerala,ernakulam district,2021,3,19207421,26757448740.357033
Kerala,idukki district,2021,3,1195340,2283771416.356572
Kerala,thiruvananthapuram district,2021,1,3878020,6358411606.613165
Kerala,kasaragod district,2021,1,916836,1740402213.782773
Kerala,malappuram district,2021,1,4147591,6618671647.034931
Kerala,pathanamthitta district,2021,1,860555,1542488748.5219617
Kerala,wayanad district,2021,1,991978,1807265259.0969577
Kerala,alappuzha district,2021,1,1681817,2825682876.840207
Kerala,kozhikode district,2021,1,4287518,6990433691.332143
Kerala,kollam district,2021,1,2127176,3821625432.235867
Kerala,thrissur district,2021,1,3475629,6417811869.89982
Kerala,palakkad district,2021,1,1892633,3654239469.743036
Kerala,kannur district,2021,1,2044936,3708267084.5413337
Kerala,kottayam district,2021,1,1808155,3236942550.743904
Kerala,ernakulam district,2021,1,13390058,18947291978.111584
Kerala,idukki district,2021,1,813440,1591435733.397046
Kerala,thiruvananthapuram district,2018,4,475377,937541020.9487805
Kerala,kasaragod district,2018,4,99369,178991682.4763731
Kerala,malappuram district,2018,4,445963,712275700.16859
Kerala,pathanamthitta district,2018,4,99883,188812344.16017604
Kerala,wayanad district,2018,4,82834,162973755.87261727
Kerala,alappuzha district,2018,4,180730,307021229.6677927
Kerala,kozhikode district,2018,4,492826,852029000.8762002
Kerala,kollam district,2018,4,201274,339663300.07618785
Kerala,thrissur district,2018,4,369941,669618693.0635449
Kerala,palakkad district,2018,4,278099,493228367.318028
Kerala,kannur district,2018,4,221021,387384391.7983955
Kerala,kottayam district,2018,4,244161,436012749.52668107
Kerala,ernakulam district,2018,4,1012043,1886966258.0311787
Kerala,idukki district,2018,4,107133,194842742.82781494
Kerala,thiruvananthapuram district,2018,2,241695,447463532.2875792
Kerala,kasaragod district,2018,2,50723,79264188.98089561
Kerala,malappuram district,2018,2,268993,394434596.38289905
Kerala,pathanamthitta district,2018,2,50523,75627575.41254863
Kerala,wayanad district,2018,2,43621,75694975.62729506
Kerala,alappuzha district,2018,2,101141,157158524.65667993
Kerala,kozhikode district,2018,2,262368,432276266.4294082
Kerala,kollam district,2018,2,107011,158093455.3837409
Kerala,thrissur district,2018,2,194698,323326151.5548469
Kerala,palakkad district,2018,2,148865,247495543.9461293
Kerala,kannur district,2018,2,123543,190249058.5368228
Kerala,kottayam district,2018,2,132766,219583423.4232789
Kerala,ernakulam district,2018,2,521535,992297917.6619761
Kerala,idukki district,2018,2,60683,93958133.15853149
Kerala,thiruvananthapuram district,2018,3,341861,663088952.7638565
Kerala,kasaragod district,2018,3,69573,121876096.15716684
Kerala,malappuram district,2018,3,323771,521343702.7156196
Kerala,pathanamthitta district,2018,3,66341,108400526.62835038
Kerala,wayanad district,2018,3,52579,96212039.37300894
Kerala,alappuzha district,2018,3,129138,208917711.71637464
Kerala,kozhikode district,2018,3,374581,602562108.7285004
Kerala,kollam district,2018,3,154891,237302294.1078105
Kerala,thrissur district,2018,3,265041,447258554.15207183
Kerala,palakkad district,2018,3,201468,329702201.45452887
Kerala,kannur district,2018,3,161613,256107072.92292744
Kerala,kottayam district,2018,3,185591,294011177.4497337
Kerala,ernakulam district,2018,3,731827,1317858232.2431176
Kerala,idukki district,2018,3,76073,118384553.46241829
Kerala,thiruvananthapuram district,2018,1,172079,275202215.5887567
Kerala,kasaragod district,2018,1,37597,46522871.82306546
Kerala,malappuram district,2018,1,239508,256416524.03733116
Kerala,pathanamthitta district,2018,1,35435,44871379.63442598
Kerala,wayanad district,2018,1,32702,42622425.25359705
Kerala,alappuzha district,2018,1,74941,95014765.5124121
Kerala,kozhikode district,2018,1,206971,264216575.61410832
Kerala,kollam district,2018,1,76713,93495184.4858401
Kerala,thrissur district,2018,1,148871,200502461.32188034
Kerala,palakkad district,2018,1,119324,155278345.54067275
Kerala,kannur district,2018,1,92260,112128543.0761299
Kerala,kottayam district,2018,1,102446,132788590.21251318
Kerala,ernakulam district,2018,1,390006,630357709.4293847
Kerala,idukki district,2018,1,42527,53257161.57039655
Uttar Pradesh,amethi district,2023,4,9696880,15771178705.0
Uttar Pradesh,siddharthnagar district,2023,4,13077059,22514436041.0
Uttar Pradesh,auraiya district,2023,4,8132187,12836841890.0
Uttar Pradesh,sambhal district,2023,4,12186917,21189163904.0
Uttar Pradesh,kanpur nagar district,2023,4,40739887,63027281450.0
Uttar Pradesh,aligarh district,2023,4,34908018,50560955573.0
Uttar Pradesh,mahoba district,2023,4,5153363,7464755157.0
Uttar Pradesh,lucknow district,2023,4,94286078,116432620092.0
Uttar Pradesh,sant kabeer nagar district,2023,4,7908428,14282806448.0
Uttar Pradesh,hathras district,2023,4,10806028,16568240906.0
Uttar Pradesh,budaun district,2023,4,12153228,19774378337.0
Uttar Pradesh,moradabad district,2023,4,25427576,43244485670.0
Uttar Pradesh,kushinagar district,2023,4,24836644,39511251976.0
Uttar Pradesh,baghpat district,2023,4,12414463,18514024558.0
Uttar Pradesh,shahjahanpur district,2023,4,10472991,17975894063.0
Uttar Pradesh,muzaffarnagar district,2023,4,24571235,37726739415.0
Uttar Pradesh,ambedkar nagar district,2023,4,10948053,17413003948.0
Uttar Pradesh,bahraich district,2023,4,9700133,16306416557.0
Uttar Pradesh,jalaun district,2023,4,10854240,17235016349.0
Uttar Pradesh,rampur district,2023,4,13278999,23584089509.0
Uttar Pradesh,ballia district,2023,4,20688105,31934876924.0
Uttar Pradesh,shravasti district,2023,4,2084142,3426405218.0
Uttar Pradesh,kasganj district,2023,4,6970110,10507819738.0
Uttar Pradesh,varanasi district,2023,4,41191261,61044459325.0
Uttar Pradesh,gautam buddha nagar district,2023,4,192419424,180306500632.0
Uttar Pradesh,basti district,2023,4,13984275,23458570437.0
Uttar Pradesh,shamli district,2023,4,11998267,18158601136.0
Uttar Pradesh,maharajganj district,2023,4,12669842,20539065105.0
Uttar Pradesh,etawah district,2023,4,11558956,17852700582.0
Uttar Pradesh,etah district,2023,4,10226321,15470618986.0
Uttar Pradesh,banda district,2023,4,5808516,9384721916.0
Uttar Pradesh,bijnor district,2023,4,19613780,32636931617.0
Uttar Pradesh,hardoi district,2023,4,10301438,17360012414.0
Uttar Pradesh,balrampur district,2023,4,7132498,11263677464.0
Uttar Pradesh,amroha district,2023,4,15101323,24895677439.0
Uttar Pradesh,pilibhit district,2023,4,7830821,12881923897.0
Uttar Pradesh,mainpuri district,2023,4,12272809,18240760527.0
Uttar Pradesh,kanpur dehat district,2023,4,7980255,14021024806.0
Uttar Pradesh,jaunpur district,2023,4,22374909,35394101352.0
Uttar Pradesh,kaushambi district,2023,4,4514683,8259669056.0
