state,year,quarter,brand,user_count
Sikkim,2020,3,OnePlus,1694
Sikkim,2020,3,Lenovo,1657
Sikkim,2020,3,Others,10794
Sikkim,2020,1,Samsung,33471
Sikkim,2020,1,Xiaomi,22619
Sikkim,2020,1,Vivo,15342
Sikkim,2020,1,Oppo,10442
Sikkim,2020,1,Realme,4166
Sikkim,2020,1,Apple,3439
Sikkim,2020,1,Motorola,1728
Sikkim,2020,1,OnePlus,1548
Sikkim,2020,1,Lenovo,1491
Sikkim,2020,1,HMD Global,1394
Sikkim,2020,1,Others,8991
Sikkim,2022,1,Samsung,61996
Sikkim,2022,1,Xiaomi,41866
Sikkim,2022,1,Vivo,37402
Sikkim,2022,1,Oppo,22501
Sikkim,2022,1,Realme,14771
Sikkim,2022,1,Apple,7058
Sikkim,2022,1,OnePlus,3294
Sikkim,2022,1,Tecno,3147
Sikkim,2022,1,HMD Global,2316
Sikkim,2022,1,Motorola,2125
Sikkim,2022,1,Others,13140
Sikkim,2021,4,Samsung,59868
Sikkim,2021,4,Xiaomi,39826
Sikkim,2021,4,Vivo,34807
Sikkim,2021,4,Oppo,20992
Sikkim,2021,4,Realme,12763
Sikkim,2021,4,Apple,6458
Sikkim,2021,4,OnePlus,2920
Sikkim,2021,4,Tecno,2588
Sikkim,2021,4,HMD Global,2358
Sikkim,2021,4,Motorola,2089
Sikkim,2021,4,Others,12738
Sikkim,2021,2,Samsung,55452
Sikkim,2021,2,Xiaomi,34745
Sikkim,2021,2,Vivo,28736
Sikkim,2021,2,Oppo,18141
Sikkim,2021,2,Realme,8547
Sikkim,2021,2,Apple,5244
Sikkim,2021,2,HMD Global,2238
Sikkim,2021,2,OnePlus,2072
Sikkim,2021,2,Motorola,2043
Sikkim,2021,2,Tecno,1729
Sikkim,2021,2,Others,12793
Sikkim,2021,3,Samsung,57652
Sikkim,2021,3,Xiaomi,37473
Sikkim,2021,3,Vivo,32054
Sikkim,2021,3,Oppo,19674
Sikkim,2021,3,Realme,10359
Sikkim,2021,3,Apple,5768
Sikkim,2021,3,OnePlus,2450
Sikkim,2021,3,HMD Global,2212
Sikkim,2021,3,Tecno,2190
Sikkim,2021,3,Motorola,2041
Sikkim,2021,3,Others,12820
Sikkim,2021,1,Samsung,52629
Sikkim,2021,1,Xiaomi,32524
Sikkim,2021,1,Vivo,26109
Sikkim,2021,1,Oppo,16921
Sikkim,2021,1,Realme,7053
Sikkim,2021,1,Apple,4803
Sikkim,2021,1,HMD Global,2163
Sikkim,2021,1,Motorola,2031
Sikkim,2021,1,OnePlus,1924
Sikkim,2021,1,Huawei,1738
Sikkim,2021,1,Others,12318
Sikkim,2018,4,Samsung,14281
Sikkim,2018,4,Xiaomi,11024
Sikkim,2018,4,Vivo,6387
Sikkim,2018,4,Oppo,4507
Sikkim,2018,4,Realme,1848
Sikkim,2018,4,Apple,1799
Sikkim,2018,4,Motorola,1119
Sikkim,2018,4,Lenovo,1038
Sikkim,2018,4,OnePlus,969
Sikkim,2018,4,Huawei,689
Sikkim,2018,4,Others,4877
Sikkim,2018,2,Samsung,7827
Sikkim,2018,2,Xiaomi,6559
Sikkim,2018,2,Vivo,3254
Sikkim,2018,2,Oppo,2531
Sikkim,2018,2,Apple,1120
Sikkim,2018,2,Realme,1110
Sikkim,2018,2,Motorola,773
Sikkim,2018,2,Lenovo,759
Sikkim,2018,2,OnePlus,690
Sikkim,2018,2,Micromax,424
Sikkim,2018,2,Others,3050
Sikkim,2018,3,Samsung,10790
Sikkim,2018,3,Xiaomi,8637
Sikkim,2018,3,Vivo,4649
Sikkim,2018,3,Oppo,3465
Sikkim,2018,3,Realme,1459
Sikkim,2018,3,Apple,1423
Sikkim,2018,3,Motorola,945
Sikkim,2018,3,Lenovo,886
Sikkim,2018,3,OnePlus,823
Sikkim,2018,3,Micromax,570
Sikkim,2018,3,Others,3990
Sikkim,2018,1,Samsung,5534
Sikkim,2018,1,Xiaomi,4679
Sikkim,2018,1,Vivo,2155
Sikkim,2018,1,Oppo,1825
Sikkim,2018,1,Apple,865
Sikkim,2018,1,Realme,815
Sikkim,2018,1,Lenovo,586
Sikkim,2018,1,Motorola,575
Sikkim,2018,1,OnePlus,528
Sikkim,2018,1,Asus,308
Sikkim,2018,1,Others,2181
Manipur,2019,4,Xiaomi,71382
Manipur,2019,4,Samsung,27196
Manipur,2019,4,Vivo,17057
Manipur,2019,4,Oppo,12455
Manipur,2019,4,Realme,5083
Manipur,2019,4,Apple,4146
Manipur,2019,4,Huawei,2110
Manipur,2019,4,OnePlus,1880
Manipur,2019,4,Motorola,1694
Manipur,2019,4,Gionee,1532
Manipur,2019,4,Others,10823
Manipur,2019,2,Xiaomi,52830
Manipur,2019,2,Samsung,21344
Manipur,2019,2,Vivo,12208
Manipur,2019,2,Oppo,9283
Manipur,2019,2,Realme,3549
Manipur,2019,2,Apple,3146
Manipur,2019,2,Huawei,1571
Manipur,2019,2,OnePlus,1538
Manipur,2019,2,Motorola,1419
Manipur,2019,2,Lenovo,1409
Manipur,2019,2,Others,9450
Manipur,2019,3,Xiaomi,62189
Manipur,2019,3,Samsung,24119
Manipur,2019,3,Vivo,14457
Manipur,2019,3,Oppo,10716
Manipur,2019,3,Realme,4255
Manipur,2019,3,Apple,3713
Manipur,2019,3,Huawei,1849
Manipur,2019,3,OnePlus,1718
Manipur,2019,3,Motorola,1557
Manipur,2019,3,Gionee,1435
Manipur,2019,3,Others,10308
Manipur,2019,1,Xiaomi,44328
Manipur,2019,1,Samsung,18143
Manipur,2019,1,Vivo,9987
Manipur,2019,1,Oppo,7606
Manipur,2019,1,Realme,3053
Manipur,2019,1,Apple,2686
Manipur,2019,1,OnePlus,1419
Manipur,2019,1,Huawei,1320
Manipur,2019,1,Motorola,1261
Manipur,2019,1,Lenovo,1160
Manipur,2019,1,Others,8564
Manipur,2020,4,Xiaomi,137767
Manipur,2020,4,Samsung,48641
Manipur,2020,4,Vivo,34019
Manipur,2020,4,Oppo,24639
Manipur,2020,4,Realme,11096
Manipur,2020,4,Apple,6525
Manipur,2020,4,Huawei,3448
Manipur,2020,4,OnePlus,2688
Manipur,2020,4,Motorola,2319
Manipur,2020,4,Lenovo,2118
Manipur,2020,4,Others,15512
Manipur,2020,2,Xiaomi,101637
Manipur,2020,2,Samsung,36569
Manipur,2020,2,Vivo,24681
Manipur,2020,2,Oppo,17877
Manipur,2020,2,Realme,7575
Manipur,2020,2,Apple,5110
Manipur,2020,2,Huawei,2813
Manipur,2020,2,OnePlus,2198
Manipur,2020,2,Motorola,2017
Manipur,2020,2,Lenovo,1798
Manipur,2020,2,Others,13221
Manipur,2020,3,Xiaomi,123688
Manipur,2020,3,Samsung,43350
Manipur,2020,3,Vivo,30086
Manipur,2020,3,Oppo,21723
Manipur,2020,3,Realme,9422
Manipur,2020,3,Apple,5797
Manipur,2020,3,Huawei,3222
Manipur,2020,3,OnePlus,2459
Manipur,2020,3,Motorola,2176
Manipur,2020,3,Lenovo,1996
Manipur,2020,3,Others,14644
Manipur,2020,1,Xiaomi,82065
Manipur,2020,1,Samsung,30698
Manipur,2020,1,Vivo,20017
Manipur,2020,1,Oppo,14505
Manipur,2020,1,Realme,6022
Manipur,2020,1,Apple,4598
Manipur,2020,1,Huawei,2413
Manipur,2020,1,OnePlus,2036
Manipur,2020,1,Motorola,1833
Manipur,2020,1,Lenovo,1609
Manipur,2020,1,Others,11578
Manipur,2022,1,Xiaomi,193373
Manipur,2022,1,Samsung,62042
Manipur,2022,1,Vivo,51648
Manipur,2022,1,Oppo,37434
Manipur,2022,1,Realme,24745
Manipur,2022,1,Apple,10256
Manipur,2022,1,OnePlus,5335
Manipur,2022,1,Huawei,4094
Manipur,2022,1,HMD Global,2518
Manipur,2022,1,Motorola,2359
Manipur,2022,1,Others,18096
Manipur,2021,4,Xiaomi,183086
Manipur,2021,4,Samsung,60028
Manipur,2021,4,Vivo,48425
Manipur,2021,4,Oppo,34483
Manipur,2021,4,Realme,21355
Manipur,2021,4,Apple,9391
Manipur,2021,4,OnePlus,4695
Manipur,2021,4,Huawei,4031
Manipur,2021,4,HMD Global,2508
Manipur,2021,4,Motorola,2358
Manipur,2021,4,Others,17386
Manipur,2021,2,Xiaomi,159031
Manipur,2021,2,Samsung,55541
Manipur,2021,2,Vivo,41068
Manipur,2021,2,Oppo,29009
Manipur,2021,2,Realme,14786
Manipur,2021,2,Apple,7675
Manipur,2021,2,Huawei,3685
Manipur,2021,2,OnePlus,3183
Manipur,2021,2,Motorola,2290
Manipur,2021,2,HMD Global,2192
Manipur,2021,2,Others,16949
Manipur,2021,3,Xiaomi,171051
Manipur,2021,3,Samsung,57831
Manipur,2021,3,Vivo,45197
Manipur,2021,3,Oppo,32022
Manipur,2021,3,Realme,17435
Manipur,2021,3,Apple,8421
Manipur,2021,3,Huawei,4030
Manipur,2021,3,OnePlus,3903
Manipur,2021,3,Motorola,2266
Manipur,2021,3,HMD Global,2169
Manipur,2021,3,Others,17424
Manipur,2021,1,Xiaomi,149035
Manipur,2021,1,Samsung,52212
Manipur,2021,1,Vivo,37725
Manipur,2021,1,Oppo,26807
Manipur,2021,1,Realme,12487
Manipur,2021,1,Apple,7077
Manipur,2021,1,Huawei,3626
Manipur,2021,1,OnePlus,2920
Manipur,2021,1,Motorola,2347
Manipur,2021,1,Lenovo,2098
Manipur,2021,1,Others,16334
Manipur,2018,4,Xiaomi,36506
Manipur,2018,4,Samsung,15215
Manipur,2018,4,Vivo,7945
Manipur,2018,4,Oppo,6107
Manipur,2018,4,Realme,2561
Manipur,2018,4,Apple,2195
Manipur,2018,4,OnePlus,1217
Manipur,2018,4,Motorola,1091
Manipur,2018,4,Huawei,1063
Manipur,2018,4,Lenovo,1045
Manipur,2018,4,Others,7644
Manipur,2018,2,Xiaomi,19879
Manipur,2018,2,Samsung,8477
Manipur,2018,2,Vivo,3889
Manipur,2018,2,Oppo,3211
Manipur,2018,2,Realme,1474
Manipur,2018,2,Apple,1280
Manipur,2018,2,OnePlus,779
Manipur,2018,2,Lyf,726
Manipur,2018,2,Lenovo,671
Manipur,2018,2,Motorola,611
Manipur,2018,2,Others,5058
Manipur,2018,3,Xiaomi,26950
Manipur,2018,3,Samsung,11353
Manipur,2018,3,Vivo,5709
Manipur,2018,3,Oppo,4448
Manipur,2018,3,Realme,1932
Manipur,2018,3,Apple,1676
Manipur,2018,3,OnePlus,1022
Manipur,2018,3,Motorola,866
Manipur,2018,3,Micromax,817
Manipur,2018,3,Gionee,816
Manipur,2018,3,Others,6346
Manipur,2018,1,Xiaomi,12453
Manipur,2018,1,Samsung,5612
Manipur,2018,1,Vivo,2289
Manipur,2018,1,Oppo,2039
Manipur,2018,1,Realme,980
Manipur,2018,1,Apple,918
Manipur,2018,1,OnePlus,554
Manipur,2018,1,Lyf,545
Manipur,2018,1,Lenovo,478
Manipur,2018,1,Motorola,430
Manipur,2018,1,Others,3627
Kerala,2019,4,Xiaomi,865305
Kerala,2019,4,Samsung,732411
Kerala,2019,4,Vivo,370217
Kerala,2019,4,Oppo,354067
Kerala,2019,4,Huawei,219873
Kerala,2019,4,Apple,216607
Kerala,2019,4,Realme,169629
Kerala,2019,4,OnePlus,96332
Kerala,2019,4,Motorola,92194
Kerala,2019,4,Lenovo,84283
Kerala,2019,4,Others,303020
Kerala,2019,2,Xiaomi,646056
Kerala,2019,2,Samsung,526625
Kerala,2019,2,Vivo,249735
Kerala,2019,2,Oppo,241558
Kerala,2019,2,Apple,164485
Kerala,2019,2,Huawei,150573
Kerala,2019,2,Realme,116766
Kerala,2019,2,OnePlus,79737
Kerala,2019,2,Motorola,74622
Kerala,2019,2,Lenovo,70249
Kerala,2019,2,Others,229761
Kerala,2019,3,Xiaomi,747507
Kerala,2019,3,Samsung,622999
Kerala,2019,3,Vivo,304898
Kerala,2019,3,Oppo,292609
Kerala,2019,3,Apple,189074
Kerala,2019,3,Huawei,183186
Kerala,2019,3,Realme,138602
Kerala,2019,3,OnePlus,87906
Kerala,2019,3,Motorola,82456
Kerala,2019,3,Lenovo,75786
Kerala,2019,3,Others,265940
Kerala,2019,1,Xiaomi,548894
Kerala,2019,1,Samsung,438229
Kerala,2019,1,Vivo,202577
Kerala,2019,1,Oppo,195876
Kerala,2019,1,Apple,141765
Kerala,2019,1,Huawei,121756
Kerala,2019,1,Realme,98968
Kerala,2019,1,OnePlus,72822
Kerala,2019,1,Motorola,63627
Kerala,2019,1,Lenovo,58335
Kerala,2019,1,Others,193775
Kerala,2020,4,Xiaomi,1466789
Kerala,2020,4,Samsung,1399186
Kerala,2020,4,Vivo,811546
Kerala,2020,4,Oppo,707082
Kerala,2020,4,Huawei,402396
Kerala,2020,4,Apple,364712
Kerala,2020,4,Realme,332456
Kerala,2020,4,Lenovo,139386
Kerala,2020,4,Motorola,134213
Kerala,2020,4,OnePlus,127085
Kerala,2020,4,Others,502318
Kerala,2020,2,Xiaomi,1124154
Kerala,2020,2,Samsung,1009812
Kerala,2020,2,Vivo,545130
Kerala,2020,2,Oppo,505563
Kerala,2020,2,Huawei,303050
Kerala,2020,2,Apple,274565
Kerala,2020,2,Realme,235063
Kerala,2020,2,Motorola,111798
Kerala,2020,2,Lenovo,109268
Kerala,2020,2,OnePlus,109047
Kerala,2020,2,Others,401394
Kerala,2020,3,Xiaomi,1299988
Kerala,2020,3,Samsung,1205428
Kerala,2020,3,Vivo,688186
Kerala,2020,3,Oppo,608874
Kerala,2020,3,Huawei,356331
Kerala,2020,3,Apple,315220
Kerala,2020,3,Realme,282157
Kerala,2020,3,Lenovo,126302
Kerala,2020,3,Motorola,124372
Kerala,2020,3,OnePlus,117670
Kerala,2020,3,Others,457772
Kerala,2020,1,Xiaomi,990472
Kerala,2020,1,Samsung,858444
Kerala,2020,1,Vivo,448326
Kerala,2020,1,Oppo,423226
Kerala,2020,1,Huawei,259148
Kerala,2020,1,Apple,248003
Kerala,2020,1,Realme,202442
Kerala,2020,1,OnePlus,103907
Kerala,2020,1,Motorola,100697
Kerala,2020,1,Lenovo,96507
Kerala,2020,1,Others,347144
Kerala,2022,1,Xiaomi,2098370
Kerala,2022,1,Samsung,1826034
Kerala,2022,1,Vivo,1330622
Kerala,2022,1,Oppo,1032233
Kerala,2022,1,Realme,705424
Kerala,2022,1,Apple,550489
Kerala,2022,1,Huawei,408553
Kerala,2022,1,OnePlus,199414
Kerala,2022,1,Motorola,137230
Kerala,2022,1,Lenovo,124999
Kerala,2022,1,Others,558931
Kerala,2021,4,Xiaomi,1989367
Kerala,2021,4,Samsung,1752657
Kerala,2021,4,Vivo,1227761
Kerala,2021,4,Oppo,961805
Kerala,2021,4,Realme,622033
Kerala,2021,4,Apple,507548
Kerala,2021,4,Huawei,412197
Kerala,2021,4,OnePlus,185990
Kerala,2021,4,Motorola,137360
Kerala,2021,4,Lenovo,125313
Kerala,2021,4,Others,551779
Kerala,2021,2,Xiaomi,1714598
Kerala,2021,2,Samsung,1605779
Kerala,2021,2,Vivo,999633
Kerala,2021,2,Oppo,831538
Kerala,2021,2,Realme,444654
Kerala,2021,2,Huawei,427830
Kerala,2021,2,Apple,427612
Kerala,2021,2,OnePlus,146086
Kerala,2021,2,Lenovo,138448
Kerala,2021,2,Motorola,138108
Kerala,2021,2,Others,541797
Kerala,2021,3,Xiaomi,1859763
Kerala,2021,3,Samsung,1678905
Kerala,2021,3,Vivo,1115818
Kerala,2021,3,Oppo,896805
Kerala,2021,3,Realme,528624
Kerala,2021,3,Apple,461244
Kerala,2021,3,Huawei,422903
Kerala,2021,3,OnePlus,167667
Kerala,2021,3,Motorola,135436
Kerala,2021,3,Lenovo,132669
Kerala,2021,3,Others,549591
Kerala,2021,1,Xiaomi,1589645
Kerala,2021,1,Samsung,1517006
Kerala,2021,1,Vivo,906705
Kerala,2021,1,Oppo,775012
Kerala,2021,1,Huawei,426164
Kerala,2021,1,Apple,398950
Kerala,2021,1,Realme,378100
Kerala,2021,1,Lenovo,140787
Kerala,2021,1,Motorola,138567
Kerala,2021,1,OnePlus,135957
Kerala,2021,1,Others,530050
Kerala,2018,4,Xiaomi,453011
Kerala,2018,4,Samsung,360358
Kerala,2018,4,Vivo,159235
Kerala,2018,4,Oppo,155311
Kerala,2018,4,Apple,119247
Kerala,2018,4,Huawei,94927
Kerala,2018,4,Realme,82116
Kerala,2018,4,OnePlus,62694
Kerala,2018,4,Motorola,55176
Kerala,2018,4,Lenovo,51340
Kerala,2018,4,Others,163911
Kerala,2018,2,Xiaomi,275516
Kerala,2018,2,Samsung,221630
Kerala,2018,2,Oppo,85046
Kerala,2018,2,Vivo,82708
Kerala,2018,2,Apple,78756
Kerala,2018,2,Huawei,50881
Kerala,2018,2,Realme,49568
Kerala,2018,2,OnePlus,43088
Kerala,2018,2,Lenovo,34031
Kerala,2018,2,Motorola,33926
Kerala,2018,2,Others,111437
Kerala,2018,3,Xiaomi,347221
Kerala,2018,3,Samsung,278349
Kerala,2018,3,Vivo,114342
Kerala,2018,3,Oppo,113855
Kerala,2018,3,Apple,93612
Kerala,2018,3,Huawei,69424
Kerala,2018,3,Realme,63176
Kerala,2018,3,OnePlus,52471
Kerala,2018,3,Motorola,43126
Kerala,2018,3,Lenovo,40146
Kerala,2018,3,Others,131876
Kerala,2018,1,Xiaomi,202313
Kerala,2018,1,Samsung,163022
Kerala,2018,1,Apple,60282
Kerala,2018,1,Oppo,59417
Kerala,2018,1,Vivo,56537
Kerala,2018,1,Realme,36851
Kerala,2018,1,Huawei,36819
Kerala,2018,1,OnePlus,34552
Kerala,2018,1,Lenovo,25828
Kerala,2018,1,Motorola,24841
Kerala,2018,1,Others,83722
Uttar Pradesh,2019,4,Xiaomi,4790187
Uttar Pradesh,2019,4,Samsung,3450916
Uttar Pradesh,2019,4,Vivo,2793452
Uttar Pradesh,2019,4,Oppo,2124897
Uttar Pradesh,2019,4,Realme,1090479
Uttar Pradesh,2019,4,Motorola,383839
Uttar Pradesh,2019,4,Apple,383829
Uttar Pradesh,2019,4,Huawei,355084
Uttar Pradesh,2019,4,Lenovo,277318
Uttar Pradesh,2019,4,OnePlus,232862
Uttar Pradesh,2019,4,Others,2066679
Uttar Pradesh,2019,2,Xiaomi,3793613
Uttar Pradesh,2019,2,Samsung,2800147
Uttar Pradesh,2019,2,Vivo,2108136
Uttar Pradesh,2019,2,Oppo,1629815
Uttar Pradesh,2019,2,Realme,799307
Uttar Pradesh,2019,2,Motorola,337246
Uttar Pradesh,2019,2,Apple,326624
Uttar Pradesh,2019,2,Huawei,277343
Uttar Pradesh,2019,2,Lenovo,265048
Uttar Pradesh,2019,2,OnePlus,204119
Uttar Pradesh,2019,2,Others,1774951
Uttar Pradesh,2019,3,Xiaomi,4276054
Uttar Pradesh,2019,3,Samsung,3115702
Uttar Pradesh,2019,3,Vivo,2426158
Uttar Pradesh,2019,3,Oppo,1858877
Uttar Pradesh,2019,3,Realme,927058
Uttar Pradesh,2019,3,Motorola,359128
Uttar Pradesh,2019,3,Apple,358210
Uttar Pradesh,2019,3,Huawei,316534
Uttar Pradesh,2019,3,Lenovo,264892
Uttar Pradesh,2019,3,OnePlus,220254
Uttar Pradesh,2019,3,Others,1921740
Uttar Pradesh,2019,1,Xiaomi,3280805
Uttar Pradesh,2019,1,Samsung,2437713
Uttar Pradesh,2019,1,Vivo,1788502
Uttar Pradesh,2019,1,Oppo,1383225
Uttar Pradesh,2019,1,Realme,691671
Uttar Pradesh,2019,1,Motorola,304547
Uttar Pradesh,2019,1,Apple,291356
Uttar Pradesh,2019,1,Lenovo,239614
Uttar Pradesh,2019,1,Huawei,238494
Uttar Pradesh,2019,1,Micromax,193730
Uttar Pradesh,2019,1,Others,1609004
Uttar Pradesh,2020,4,Xiaomi,7082855
Uttar Pradesh,2020,4,Samsung,5086075
Uttar Pradesh,2020,4,Vivo,4769619
Uttar Pradesh,2020,4,Oppo,3433564
Uttar Pradesh,2020,4,Realme,1937082
Uttar Pradesh,2020,4,Huawei,507500
Uttar Pradesh,2020,4,Apple,499152
Uttar Pradesh,2020,4,Motorola,484675
Uttar Pradesh,2020,4,Lenovo,348680
Uttar Pradesh,2020,4,Lava,304244
Uttar Pradesh,2020,4,Others,2795688
Uttar Pradesh,2020,2,Xiaomi,5953474
Uttar Pradesh,2020,2,Samsung,4228987
Uttar Pradesh,2020,2,Vivo,3723388
Uttar Pradesh,2020,2,Oppo,2771946
Uttar Pradesh,2020,2,Realme,1489668
Uttar Pradesh,2020,2,Huawei,436831
Uttar Pradesh,2020,2,Motorola,435375
Uttar Pradesh,2020,2,Apple,435004
Uttar Pradesh,2020,2,Lenovo,314998
Uttar Pradesh,2020,2,Lava,264264
Uttar Pradesh,2020,2,Others,2444584
Uttar Pradesh,2020,3,Xiaomi,6521651
Uttar Pradesh,2020,3,Samsung,4643207
Uttar Pradesh,2020,3,Vivo,4251520
Uttar Pradesh,2020,3,Oppo,3101714
Uttar Pradesh,2020,3,Realme,1710132
Uttar Pradesh,2020,3,Huawei,472712
Uttar Pradesh,2020,3,Apple,463651
Uttar Pradesh,2020,3,Motorola,461063
Uttar Pradesh,2020,3,Lenovo,332545
Uttar Pradesh,2020,3,Lava,281022
Uttar Pradesh,2020,3,Others,2598899
Uttar Pradesh,2020,1,Xiaomi,5356063
Uttar Pradesh,2020,1,Samsung,3822401
Uttar Pradesh,2020,1,Vivo,3239764
Uttar Pradesh,2020,1,Oppo,2429781
Uttar Pradesh,2020,1,Realme,1288049
Uttar Pradesh,2020,1,Apple,410932
Uttar Pradesh,2020,1,Motorola,407644
Uttar Pradesh,2020,1,Huawei,396726
Uttar Pradesh,2020,1,Lenovo,297610
Uttar Pradesh,2020,1,Lava,254946
Uttar Pradesh,2020,1,Others,2232340
Uttar Pradesh,2022,1,Xiaomi,9273651
Uttar Pradesh,2022,1,Vivo,7577324
Uttar Pradesh,2022,1,Samsung,6602107
Uttar Pradesh,2022,1,Oppo,5167492
Uttar Pradesh,2022,1,Realme,3918711
Uttar Pradesh,2022,1,Apple,775546
Uttar Pradesh,2022,1,Tecno,756173
Uttar Pradesh,2022,1,Infinix,719048
Uttar Pradesh,2022,1,OnePlus,534457
Uttar Pradesh,2022,1,Huawei,526680
Uttar Pradesh,2022,1,Others,3148503
Uttar Pradesh,2021,4,Xiaomi,8926080
Uttar Pradesh,2021,4,Vivo,7025228
Uttar Pradesh,2021,4,Samsung,6308300
Uttar Pradesh,2021,4,Oppo,4798699
Uttar Pradesh,2021,4,Realme,3440284
Uttar Pradesh,2021,4,Apple,710181
Uttar Pradesh,2021,4,Infinix,635941
Uttar Pradesh,2021,4,Tecno,627147
Uttar Pradesh,2021,4,Huawei,526724
Uttar Pradesh,2021,4,Motorola,511474
Uttar Pradesh,2021,4,Others,3107597
Uttar Pradesh,2021,2,Xiaomi,8037309
Uttar Pradesh,2021,2,Vivo,5805913
Uttar Pradesh,2021,2,Samsung,5762770
Uttar Pradesh,2021,2,Oppo,4047089
Uttar Pradesh,2021,2,Realme,2533804
Uttar Pradesh,2021,2,Apple,578403
Uttar Pradesh,2021,2,Huawei,526688
Uttar Pradesh,2021,2,Motorola,501525
Uttar Pradesh,2021,2,Tecno,419917
Uttar Pradesh,2021,2,Infinix,384335
Uttar Pradesh,2021,2,Others,3054141
Uttar Pradesh,2021,3,Xiaomi,8522940
Uttar Pradesh,2021,3,Vivo,6444391
Uttar Pradesh,2021,3,Samsung,6016111
Uttar Pradesh,2021,3,Oppo,4436027
Uttar Pradesh,2021,3,Realme,2937420
Uttar Pradesh,2021,3,Apple,619775
Uttar Pradesh,2021,3,Huawei,541464
Uttar Pradesh,2021,3,Tecno,528922
Uttar Pradesh,2021,3,Infinix,513712
Uttar Pradesh,2021,3,Motorola,501403
Uttar Pradesh,2021,3,Others,3089717
Uttar Pradesh,2021,1,Xiaomi,7599834
Uttar Pradesh,2021,1,Samsung,5451884
Uttar Pradesh,2021,1,Vivo,5294031
Uttar Pradesh,2021,1,Oppo,3737603
Uttar Pradesh,2021,1,Realme,2177149
Uttar Pradesh,2021,1,Apple,536023
Uttar Pradesh,2021,1,Huawei,533694
Uttar Pradesh,2021,1,Motorola,498264
Uttar Pradesh,2021,1,Lenovo,351633
Uttar Pradesh,2021,1,Tecno,329255
Uttar Pradesh,2021,1,Others,2972705
Uttar Pradesh,2018,4,Xiaomi,2709697
Uttar Pradesh,2018,4,Samsung,2031840
Uttar Pradesh,2018,4,Vivo,1430827
Uttar Pradesh,2018,4,Oppo,1108153
Uttar Pradesh,2018,4,Realme,574980
Uttar Pradesh,2018,4,Motorola,268317
Uttar Pradesh,2018,4,Apple,252995
Uttar Pradesh,2018,4,Lenovo,213292
Uttar Pradesh,2018,4,Huawei,190126
Uttar Pradesh,2018,4,Micromax,172058
Uttar Pradesh,2018,4,Others,1389679
Uttar Pradesh,2018,2,Xiaomi,1635001
Uttar Pradesh,2018,2,Samsung,1274460
Uttar Pradesh,2018,2,Vivo,805993
Uttar Pradesh,2018,2,Oppo,646104
Uttar Pradesh,2018,2,Realme,361159
Uttar Pradesh,2018,2,Motorola,182857
Uttar Pradesh,2018,2,Apple,172868
Uttar Pradesh,2018,2,Lenovo,153765
Uttar Pradesh,2018,2,Micromax,137630
Uttar Pradesh,2018,2,OnePlus,120867
Uttar Pradesh,2018,2,Others,951850
Uttar Pradesh,2018,3,Xiaomi,2102198
Uttar Pradesh,2018,3,Samsung,1597902
Uttar Pradesh,2018,3,Vivo,1066448
Uttar Pradesh,2018,3,Oppo,835148
Uttar Pradesh,2018,3,Realme,453507
Uttar Pradesh,2018,3,Motorola,220372
Uttar Pradesh,2018,3,Apple,206198
Uttar Pradesh,2018,3,Lenovo,174787
Uttar Pradesh,2018,3,Micromax,147660
Uttar Pradesh,2018,3,Huawei,144657
Uttar Pradesh,2018,3,Others,1147606
Uttar Pradesh,2018,1,Xiaomi,1164619
Uttar Pradesh,2018,1,Samsung,939725
Uttar Pradesh,2018,1,Vivo,564062
Uttar Pradesh,2018,1,Oppo,459877
Uttar Pradesh,2018,1,Realme,267660
Uttar Pradesh,2018,1,Motorola,138769
Uttar Pradesh,2018,1,Apple,135698
Uttar Pradesh,2018,1,Lenovo,117510
Uttar Pradesh,2018,1,Micromax,101657
Uttar Pradesh,2018,1,OnePlus,98788
Uttar Pradesh,2018,1,Others,705885
Goa,2019,4,Xiaomi,90791
Goa,2019,4,Samsung,74339
Goa,2019,4,Vivo,48072
Goa,2019,4,Oppo,34061
Goa,2019,4,Apple,17817
Goa,2019,4,Realme,16393
Goa,2019,4,OnePlus,14159
Goa,2019,4,Motorola,12521
Goa,2019,4,Huawei,7674
Goa,2019,4,Lenovo,6696
Goa,2019,4,Others,31023
Goa,2019,2,Xiaomi,72286
Goa,2019,2,Samsung,58572
Goa,2019,2,Vivo,35425
Goa,2019,2,Oppo,25325
Goa,2019,2,Apple,14770
Goa,2019,2,Realme,12215
Goa,2019,2,OnePlus,12033
Goa,2019,2,Motorola,10716
Goa,2019,2,Lenovo,6125
Goa,2019,2,Huawei,5990
Goa,2019,2,Others,25483
Goa,2019,3,Xiaomi,81621
Goa,2019,3,Samsung,66756
Goa,2019,3,Vivo,41691
Goa,2019,3,Oppo,29561
Goa,2019,3,Apple,16481
Goa,2019,3,Realme,14157
Goa,2019,3,OnePlus,13220
Goa,2019,3,Motorola,11738
Goa,2019,3,Huawei,6882
Goa,2019,3,Lenovo,6410
Goa,2019,3,Others,28677
Goa,2019,1,Xiaomi,62065
Goa,2019,1,Samsung,49562
Goa,2019,1,Vivo,29218
Goa,2019,1,Oppo,20988
Goa,2019,1,Apple,12909
Goa,2019,1,OnePlus,10892
Goa,2019,1,Realme,10545
Goa,2019,1,Motorola,9355
Goa,2019,1,Lenovo,5440
Goa,2019,1,Huawei,5049
Goa,2019,1,Others,22129
